source,period,year_month,sentence_count,anger_pct,disgust_pct,fear_pct,joy_pct,neutral_pct,sadness_pct,surprise_pct
graham_norton,covid,2020-06,16,0.0,0.0,18.75,6.25,50.0,18.75,6.25
graham_norton,covid,2020-09,10,0.0,0.0,50.0,0.0,30.0,0.0,20.0
graham_norton,covid,2020-10,20,5.0,10.0,0.0,5.0,50.0,5.0,25.0
graham_norton,covid,2020-11,14,0.0,0.0,28.57,14.29,35.71,7.14,14.29
graham_norton,covid,2020-12,14,0.0,0.0,14.29,7.14,71.43,7.14,0.0
graham_norton,covid,2021-01,5,0.0,0.0,40.0,0.0,20.0,20.0,20.0
graham_norton,covid,2021-02,14,0.0,7.14,7.14,14.29,57.14,0.0,14.29
graham_norton,covid,2021-03,20,0.0,0.0,10.0,10.0,70.0,5.0,5.0
graham_norton,covid,2021-04,21,0.0,0.0,23.81,9.52,42.86,4.76,19.05
graham_norton,covid,2021-05,25,0.0,4.0,12.0,12.0,48.0,12.0,12.0
graham_norton,covid,2021-09,8,0.0,12.5,25.0,0.0,25.0,12.5,25.0
graham_norton,covid,2021-10,11,18.18,0.0,9.09,9.09,36.36,9.09,18.18
graham_norton,covid,2021-11,2,0.0,0.0,0.0,50.0,0.0,0.0,50.0
graham_norton,covid,2021-12,14,0.0,7.14,21.43,14.29,42.86,14.29,0.0
graham_norton,covid,2022-01,13,0.0,7.69,23.08,7.69,46.15,15.38,0.0
graham_norton,covid,2022-02,10,0.0,10.0,0.0,10.0,70.0,0.0,10.0
graham_norton,covid,2022-03,13,0.0,7.69,7.69,0.0,53.85,7.69,23.08
graham_norton,covid,2022-05,20,0.0,5.0,25.0,30.0,35.0,0.0,5.0
graham_norton,covid,2022-06,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0
graham_norton,covid,2022-08,3,0.0,0.0,0.0,66.67,0.0,0.0,33.33
graham_norton,covid,2022-09,8,12.5,0.0,0.0,12.5,75.0,0.0,0.0
graham_norton,covid,2022-10,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0
graham_norton,covid,2022-11,4,0.0,0.0,0.0,0.0,75.0,25.0,0.0
graham_norton,covid,2022-12,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
graham_norton,covid,2023-01,1,0.0,0.0,100.0,0.0,0.0,0.0,0.0
graham_norton,covid,2023-02,3,0.0,0.0,33.33,0.0,66.67,0.0,0.0
graham_norton,covid,2023-03,6,0.0,0.0,0.0,16.67,33.33,16.67,33.33
graham_norton,covid,2023-05,6,0.0,0.0,0.0,16.67,66.67,16.67,0.0
qi,control,2016-06,4,25.0,0.0,25.0,0.0,50.0,0.0,0.0
qi,control,2016-08,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0
qi,control,2016-09,7,14.29,0.0,0.0,0.0,42.86,28.57,14.29
qi,control,2016-10,6,16.67,0.0,0.0,0.0,50.0,0.0,33.33
qi,control,2016-11,8,0.0,0.0,0.0,12.5,75.0,12.5,0.0
qi,control,2016-12,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0
qi,control,2017-01,6,0.0,0.0,0.0,0.0,50.0,50.0,0.0
qi,control,2017-02,12,0.0,0.0,8.33,8.33,58.33,8.33,16.67
qi,control,2017-03,5,0.0,0.0,40.0,0.0,60.0,0.0,0.0
qi,control,2017-04,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0
qi,control,2017-05,5,20.0,0.0,0.0,0.0,40.0,20.0,20.0
qi,control,2017-06,10,0.0,0.0,10.0,10.0,80.0,0.0,0.0
qi,control,2017-07,5,0.0,0.0,20.0,20.0,60.0,0.0,0.0
qi,control,2017-08,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0
qi,control,2017-09,6,0.0,0.0,0.0,0.0,50.0,50.0,0.0
qi,control,2017-10,4,0.0,0.0,0.0,25.0,75.0,0.0,0.0
qi,control,2017-11,6,16.67,0.0,0.0,0.0,50.0,0.0,33.33
qi,control,2017-12,3,0.0,0.0,33.33,33.33,33.33,0.0,0.0
qi,control,2018-01,8,12.5,37.5,0.0,0.0,25.0,0.0,25.0
qi,control,2018-02,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0
qi,control,2018-04,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0
qi,control,2018-05,4,25.0,0.0,0.0,0.0,50.0,25.0,0.0
qi,control,2018-06,2,0.0,0.0,0.0,0.0,50.0,50.0,0.0
qi,control,2018-07,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0
qi,control,2018-08,5,0.0,0.0,0.0,0.0,100.0,0.0,0.0
qi,control,2018-09,5,0.0,0.0,20.0,0.0,40.0,20.0,20.0
qi,control,2018-10,13,7.69,15.38,30.77,0.0,23.08,15.38,7.69
qi,control,2018-11,13,15.38,23.08,0.0,0.0,30.77,7.69,23.08
qi,control,2018-12,4,0.0,0.0,25.0,25.0,25.0,25.0,0.0
qi,control,2019-01,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0
qi,control,2019-02,6,0.0,0.0,0.0,0.0,50.0,50.0,0.0
qi,control,2019-03,6,0.0,0.0,0.0,0.0,33.33,33.33,33.33
qi,control,2019-04,7,0.0,0.0,28.57,0.0,42.86,14.29,14.29
qi,control,2019-05,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0
qi,control,2019-06,9,0.0,11.11,0.0,0.0,33.33,55.56,0.0
qi,control,2019-07,7,0.0,0.0,0.0,0.0,71.43,14.29,14.29
qi,control,2019-08,4,0.0,0.0,25.0,0.0,50.0,0.0,25.0
qi,control,2019-09,5,20.0,0.0,20.0,0.0,20.0,40.0,0.0
qi,control,2019-10,13,15.38,23.08,0.0,0.0,30.77,7.69,23.08
qi,control,2019-11,5,20.0,0.0,20.0,0.0,20.0,20.0,20.0
qi,covid,2019-12,3,0.0,0.0,33.33,33.33,33.33,0.0,0.0
qi,covid,2020-02,5,40.0,0.0,0.0,0.0,40.0,20.0,0.0
qi,covid,2020-03,10,0.0,0.0,0.0,0.0,50.0,40.0,10.0
qi,covid,2020-04,6,0.0,16.67,0.0,0.0,83.33,0.0,0.0
qi,covid,2020-05,6,0.0,66.67,16.67,0.0,16.67,0.0,0.0
qi,covid,2020-06,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0
qi,covid,2020-07,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0
qi,covid,2020-08,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0
qi,covid,2020-09,8,0.0,0.0,0.0,0.0,100.0,0.0,0.0
qi,covid,2020-10,8,0.0,25.0,0.0,12.5,50.0,0.0,12.5
qi,covid,2020-11,4,0.0,0.0,0.0,25.0,25.0,25.0,25.0
qi,covid,2020-12,9,0.0,0.0,0.0,11.11,77.78,11.11,0.0
qi,covid,2021-01,10,0.0,0.0,0.0,30.0,50.0,10.0,10.0
qi,covid,2021-03,6,0.0,0.0,0.0,0.0,50.0,0.0,50.0
qi,covid,2021-04,2,0.0,0.0,50.0,0.0,0.0,50.0,0.0
qi,covid,2021-05,7,0.0,0.0,0.0,0.0,100.0,0.0,0.0
qi,covid,2021-06,8,0.0,0.0,0.0,12.5,75.0,12.5,0.0
qi,covid,2021-07,5,0.0,0.0,0.0,0.0,100.0,0.0,0.0
qi,covid,2021-08,5,0.0,0.0,0.0,0.0,60.0,20.0,20.0
qi,covid,2021-09,6,0.0,0.0,0.0,16.67,50.0,33.33,0.0
qi,covid,2021-10,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0
qi,covid,2021-12,1,0.0,100.0,0.0,0.0,0.0,0.0,0.0
qi,covid,2022-01,6,0.0,0.0,0.0,16.67,33.33,16.67,33.33
qi,covid,2022-02,4,0.0,0.0,25.0,0.0,50.0,25.0,0.0
qi,covid,2022-03,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0
qi,covid,2022-06,4,0.0,25.0,25.0,0.0,25.0,0.0,25.0
qi,covid,2022-07,9,0.0,0.0,0.0,11.11,66.67,0.0,22.22
qi,covid,2022-10,2,0.0,0.0,0.0,0.0,50.0,0.0,50.0
qi,covid,2022-11,5,0.0,0.0,0.0,0.0,60.0,20.0,20.0
qi,covid,2023-01,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0
qi,covid,2023-04,5,0.0,0.0,0.0,0.0,60.0,20.0,20.0
the_last_leg,control,2016-06,11,0.0,9.09,0.0,0.0,90.91,0.0,0.0
the_last_leg,control,2016-07,2,0.0,0.0,0.0,0.0,0.0,0.0,100.0
the_last_leg,control,2016-09,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0
the_last_leg,control,2016-10,7,0.0,0.0,14.29,0.0,42.86,28.57,14.29
the_last_leg,control,2016-11,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0
the_last_leg,control,2016-12,2,0.0,100.0,0.0,0.0,0.0,0.0,0.0
